Dates,IUSN,SWDA,EXXT,WCLD,QDVE,WFIN,WCOS,WCOD,WNRG,EXS1,ISF,IGLT,EUNX,IBTS,IBTM,IEMB,EMBE,QDVK,QDVH,VOLT,2B70,DGTL,2B77,RBOT,HEAL,IH2O,ECAR,CEMG,SMH,CSNKY,EUNI,IUS3,DJSC,DAVV,EXV5,EXV1,L0CK,ESP0,AGGH,LQDE,HYLD,WELL,ITEK,UNIC,IWQU,IWSZ,IWDP,HDRO,WCBR,GMVM,CBUF,AYEW,IWMO,IWVL,MVOL,IUSA,EUN2,CORP,WTEL,IEAC,IHYU,XLES,XLIS,XLBS,XLFS,XLKS,XLPS,XLVS,XLUS,XLYS,IU5C,EXV3,WMAT,WTCH,WHEA,SPYY,VWCE,EXSA,EXH1,EXV9,QDVG,IEAG,SEGA,WIND,EIMI,WTAI,INRG,MOAT,WUTI,PORT
2019-12-03,4.754,54.35,72.0,22.905,9.606,37.995,33.175,39.58,27.825,111.38,8.339,16.418,97.048,119.63,185.37,,92.78,6.964,7.073,,4.796,6.18,5.446,7.25,5.797,41.65,4.609,26.795,,180.12,55.89,58.61,35.99,,47.19,13.352,4.847,19.32,5.21,111.37,86.02,7.631,7.687,,35.47,31.67,25.11,,,34.185,4.856,4.725,39.925,28.3,46.22,27.731,36.555,91.49,31.37,134.15,91.49,282.18,364.88,292.24,188.6,189.19,400.66,401.19,348.37,353.89,5.046,49.055,36.64,57.57,37.915,125.62,,39.42,31.16,23.545,6.507,127.26,131.13,38.285,25.085,28.23,5.69,34.225,36.125,
2019-12-04,4.8215,55.02,73.12,23.17,9.737,38.56,33.445,40.065,28.075,112.6,8.41,16.45,96.74,119.52,184.32,,93.13,7.035,7.179,,4.828,6.26,5.51,7.353,5.827,42.165,4.6705,27.095,,182.77,56.73,59.37,36.395,,47.55,13.582,4.918,19.734,5.198,110.95,86.08,7.745,7.856,,35.62,31.765,25.265,,,34.61,4.909,4.794,40.29,28.705,46.54,28.062,37.06,91.35,31.855,134.16,91.78,285.97,363.12,295.77,190.84,191.52,403.19,404.03,349.8,358.12,5.128,49.695,37.12,58.17,38.365,127.14,,39.92,31.52,23.8,6.574,127.0,131.05,38.87,25.4,28.655,5.763,34.815,36.435,
2019-12-05,4.817,54.88,72.75,23.0,9.716,38.485,33.305,39.885,27.995,111.84,8.39,16.416,96.46,119.54,183.8,,93.23,6.988,7.172,,4.7735,6.253,5.489,7.363,5.805,42.085,4.6625,27.12,,182.78,56.61,59.36,36.32,,47.305,13.564,4.9025,19.644,5.185,110.89,86.08,7.75,7.866,,35.69,31.81,25.19,,,34.435,4.8945,4.792,40.25,28.6,46.325,27.985,36.92,91.19,31.765,134.07,91.74,285.36,366.65,294.3,191.47,191.67,405.23,406.39,349.52,356.32,5.113,49.545,36.92,58.27,38.275,126.74,,39.82,31.43,23.785,6.549,126.77,130.43,38.66,25.445,28.665,5.733,34.585,36.37,
2019-12-06,4.8895,55.76,74.08,23.0,9.891,39.185,33.83,40.45,28.555,112.82,8.522,16.468,96.966,119.93,184.14,,93.51,7.095,7.338,,4.8525,6.333,5.558,7.5,5.88,42.68,4.7425,27.495,,185.44,57.22,60.7,36.675,,47.765,13.762,4.9485,20.0,5.193,111.44,86.64,7.856,7.859,,36.02,32.27,25.54,,,35.08,4.971,4.867,40.625,29.045,47.0,28.46,37.375,91.44,32.21,134.09,92.34,290.69,373.3,299.53,195.41,194.64,407.23,408.88,352.3,362.2,5.193,50.38,37.475,59.25,38.83,128.74,,40.31,31.86,24.145,6.671,126.84,130.53,39.325,25.71,29.05,5.8,35.015,36.77,
2019-12-09,4.873,55.58,73.99,23.005,9.857,39.085,33.72,40.385,28.545,112.24,8.537,16.512,96.988,119.72,183.99,,93.76,7.1,7.316,,4.8525,6.3,5.568,7.463,5.932,42.585,4.7275,27.43,,184.34,57.08,60.37,36.74,,47.405,13.75,4.925,19.878,5.192,111.43,86.44,7.81,7.906,,36.16,32.16,25.4,,,34.97,4.9385,4.8565,40.605,28.995,46.825,28.383,37.155,91.48,32.205,134.21,92.23,289.0,371.74,298.84,195.1,194.21,406.62,407.9,350.04,362.35,5.2,50.15,37.465,59.09,38.575,128.28,,40.195,31.525,23.92,6.624,127.04,130.7,39.125,25.68,28.99,5.788,34.975,36.495,
2019-12-10,4.859,55.37,73.65,22.8,9.844,38.95,33.61,40.21,28.53,111.98,8.511,16.466,96.514,119.39,183.44,,93.7,7.063,7.29,,4.845,6.276,5.55,7.419,5.907,42.455,4.707,27.3,,184.01,56.88,59.95,36.65,,47.155,13.724,4.9085,19.934,5.185,110.94,86.4,7.704,7.906,,36.03,32.05,25.315,,,34.865,4.9175,4.836,40.405,28.845,46.67,28.238,37.18,91.14,31.955,134.37,92.25,290.71,370.5,296.52,194.11,193.81,405.48,406.35,348.22,360.9,5.148,49.845,37.235,58.88,38.445,127.94,,40.1,31.46,23.775,6.583,127.1,130.67,38.99,25.62,28.895,5.739,34.81,36.41,
2019-12-11,4.839,55.39,73.7,22.235,9.849,38.935,33.57,40.22,28.41,112.62,8.518,16.482,96.682,119.38,183.72,,94.15,7.046,7.271,,4.8315,6.244,5.537,7.435,5.87,42.445,4.7325,27.395,,183.72,57.23,60.0,36.685,,47.505,13.734,4.8975,19.944,5.197,111.28,86.56,7.7,7.88,,36.11,31.95,25.16,,,34.805,4.9255,4.8365,40.46,28.885,46.59,28.251,37.33,91.43,31.925,134.37,92.18,290.58,369.8,298.05,193.65,194.06,405.82,406.04,348.01,360.05,5.145,49.91,37.45,58.89,38.435,128.0,,40.215,31.375,23.86,6.6,127.25,130.98,39.025,25.84,28.92,5.795,34.8,36.555,
2019-12-12,4.8525,55.64,74.05,22.19,9.902,39.38,33.525,40.47,28.715,113.34,8.466,16.27,96.184,119.03,182.27,,93.98,7.101,7.365,,4.828,6.274,5.556,7.532,5.892,42.555,4.8075,27.66,,185.03,57.92,60.54,37.0,,48.195,14.044,4.929,20.17,5.18,109.66,86.41,7.632,7.88,,36.295,31.925,24.765,,,35.115,4.933,4.858,40.46,29.115,46.555,28.29,37.545,91.09,31.965,134.31,92.26,294.74,374.73,301.37,196.61,195.8,405.6,410.23,347.36,362.89,5.156,50.3,37.735,59.31,38.605,128.84,,40.345,31.6,23.9,6.626,127.01,130.66,39.275,26.225,29.48,5.839,35.21,36.51,
2019-12-13,4.8625,55.74,74.27,22.28,9.996,39.42,33.47,40.635,28.59,113.8,8.678,16.62,96.506,119.12,183.25,,94.44,7.092,7.33,,4.8445,6.273,5.583,7.569,5.853,42.81,4.81,27.765,,185.42,57.84,60.08,37.015,,48.675,14.244,4.9465,20.19,5.199,110.53,86.8,7.677,7.97,,36.355,32.13,24.62,,,35.04,4.934,4.9,40.355,29.24,46.4,28.226,37.785,91.54,31.76,134.56,92.37,295.19,375.75,301.48,195.73,196.41,402.93,408.6,346.2,362.4,5.107,51.02,37.865,59.7,38.575,129.06,,40.76,31.725,24.68,6.624,127.03,130.96,39.24,26.27,29.745,5.851,35.1,36.73,
2019-12-16,4.917,56.28,75.07,22.705,10.128,39.915,33.835,40.94,28.9,114.84,8.861,16.528,96.13,118.97,182.01,,94.42,7.134,7.411,,4.898,6.359,5.641,7.652,5.94,43.385,4.832,28.04,,186.87,58.37,60.84,37.33,,48.835,14.52,4.9895,20.415,5.19,109.93,86.86,7.798,8.053,,36.66,32.325,24.595,,,35.48,4.9975,4.9735,40.825,29.515,46.67,28.549,38.2,91.22,32.125,134.39,92.51,296.21,373.06,299.71,197.56,199.41,405.53,413.35,348.15,364.47,5.165,51.45,38.2,60.49,39.095,130.38,,41.145,31.98,25.08,6.717,127.3,130.78,39.515,26.57,30.16,5.959,35.395,37.02,
2019-12-17,4.8885,56.14,74.92,22.48,10.086,39.78,33.555,40.82,29.115,113.86,8.726,16.34,96.052,118.78,181.89,,94.62,7.175,7.405,,4.8495,6.313,5.614,7.613,5.93,43.31,4.816,28.05,,186.05,58.39,60.5,37.415,,48.835,14.414,4.97,20.375,5.196,109.81,86.83,7.758,8.077,,36.585,32.325,24.61,,,35.35,4.98,4.941,40.745,29.325,46.695,28.503,37.93,91.17,32.02,134.58,92.48,297.69,372.07,299.79,197.14,198.69,404.44,411.69,355.15,365.82,5.16,50.97,37.915,60.2,38.98,130.04,,40.855,32.19,24.685,6.685,127.21,131.1,39.335,26.685,30.005,6.0,35.235,37.32,
2019-12-18,4.9095,56.26,75.39,22.67,10.13,39.91,33.62,41.05,29.19,113.22,8.742,16.292,96.06,119.18,181.8,,94.89,7.196,7.428,,4.84,6.346,5.636,7.595,5.92,43.245,4.8365,28.23,,185.62,58.48,61.08,37.375,,48.525,14.45,4.9765,20.455,5.18,109.95,87.19,7.794,8.099,,36.61,32.285,24.665,,,35.35,4.9925,4.958,40.815,29.38,46.73,28.624,37.885,91.17,32.3,134.5,93.09,298.54,371.39,299.0,198.3,199.41,405.75,413.0,354.98,367.01,5.216,50.8,37.89,60.42,39.05,130.52,,40.85,32.335,24.665,6.711,126.98,130.67,39.24,26.855,29.99,5.952,35.335,37.25,
2019-12-19,4.9255,56.36,75.54,22.705,10.134,39.805,33.75,41.085,29.19,113.2,8.717,16.17,96.128,119.24,182.09,,94.62,7.199,7.401,,4.8675,6.348,5.658,7.611,5.973,43.255,4.8375,28.31,,185.54,58.94,61.25,37.385,,48.145,14.464,4.983,20.52,5.18,110.07,87.23,7.782,8.12,,36.685,32.3,24.865,,,35.31,5.01,4.9615,40.82,29.455,46.775,28.664,37.905,91.13,32.43,134.43,93.0,298.94,371.36,301.91,197.16,199.16,407.59,414.63,356.45,368.06,5.229,50.77,38.02,60.41,39.19,130.7,,40.94,32.41,24.52,6.731,126.77,130.36,39.21,26.91,30.165,6.0,35.3,37.32,
2019-12-20,4.984,56.89,76.37,23.0,10.272,40.12,34.205,41.36,29.43,114.08,8.79,16.282,96.614,119.59,182.69,,94.65,7.26,7.467,,4.9185,6.415,5.72,7.666,6.042,43.66,4.834,28.69,,186.2,59.18,61.86,37.59,,48.185,14.486,5.034,20.735,5.184,110.53,87.5,7.829,8.217,,37.055,32.575,25.13,,,35.69,5.075,5.022,41.32,29.64,47.22,28.991,38.27,91.46,32.72,134.59,93.34,299.54,374.15,304.28,198.73,202.33,412.77,420.08,358.7,370.58,5.277,51.08,38.325,61.23,39.705,131.92,,41.25,32.445,24.785,6.834,126.83,130.5,39.54,27.08,30.355,6.054,35.695,37.74,
2019-12-23,4.974,56.84,76.52,22.945,10.298,39.855,34.14,41.3,29.46,113.88,8.748,16.178,96.484,119.58,182.43,,94.95,7.241,7.41,,4.953,6.404,5.706,7.673,6.064,43.695,4.826,28.635,,185.76,58.97,61.48,37.565,,47.815,14.31,5.028,20.865,5.187,110.39,87.45,7.874,8.245,,37.055,32.56,25.015,,,35.73,5.074,5.035,41.435,29.6,47.135,28.97,38.255,91.49,32.655,134.65,93.19,302.34,377.1,304.49,197.33,202.79,410.87,419.66,358.81,369.67,5.271,51.13,38.265,61.5,39.7,131.74,,41.3,32.575,24.785,6.824,126.74,130.38,39.62,27.055,30.53,6.073,35.75,37.595,
2019-12-24,4.974,56.84,76.52,22.945,10.298,39.81,34.105,41.305,29.655,113.88,8.748,16.178,96.484,119.58,182.43,,94.95,7.241,7.41,,4.953,6.404,5.706,7.673,6.064,43.695,4.826,28.635,,185.76,58.97,61.48,37.565,,47.815,14.31,5.028,20.865,5.187,110.39,87.45,7.874,8.245,,37.055,32.56,25.015,,,35.73,5.074,5.035,41.435,29.6,47.135,28.97,38.255,91.49,32.595,134.65,93.19,302.34,377.1,304.49,197.33,202.79,410.87,419.66,358.81,369.67,5.271,51.13,38.35,61.36,39.86,131.74,,41.3,32.575,24.785,6.824,126.74,130.38,39.675,27.055,30.53,6.073,35.75,37.535,
2019-12-27,4.961,56.75,76.71,23.0,10.3,39.715,34.03,41.565,29.47,114.18,8.821,16.28,96.058,118.83,181.95,,95.49,7.326,7.393,,4.8915,6.418,5.712,7.68,6.041,43.765,4.813,29.185,,184.37,59.45,61.07,37.775,,47.92,14.382,5.012,20.815,5.191,110.14,87.19,7.803,8.177,,37.01,32.535,25.07,,,35.645,5.052,5.037,41.335,29.435,46.945,28.907,38.365,91.27,32.6,134.56,92.74,304.65,374.29,304.68,197.72,203.04,408.45,417.12,354.59,372.58,5.258,51.32,38.425,61.4,39.54,131.7,,41.47,32.77,24.955,6.779,126.98,130.66,39.495,27.185,30.55,6.111,35.695,37.485,
2019-12-30,4.957,56.22,76.34,22.365,10.278,39.5,33.745,41.005,29.245,113.52,8.758,16.094,95.648,118.33,180.37,,95.39,7.281,7.385,,4.8655,6.345,5.696,7.587,5.974,43.425,4.771,29.08,,182.37,59.67,60.87,37.405,,47.47,14.362,5.004,20.76,5.187,109.37,86.83,7.723,8.025,,36.715,32.275,25.015,,,35.485,5.041,5.019,40.93,29.35,46.675,28.613,38.195,90.8,32.145,134.23,92.13,301.56,370.99,302.02,196.03,200.54,405.8,413.18,353.47,367.45,5.236,51.04,38.03,60.67,39.125,131.3,,41.295,32.69,24.93,6.765,126.56,130.04,39.0,27.005,30.2,6.016,35.265,37.235,
2019-12-31,4.957,56.22,76.34,22.365,10.278,39.39,33.655,40.895,29.07,113.52,8.758,16.094,95.648,118.33,180.37,,95.39,7.281,7.385,,4.8655,6.345,5.696,7.587,5.974,43.425,4.771,29.08,,182.37,59.67,60.87,37.405,,47.47,14.362,5.004,20.76,5.187,109.37,86.83,7.723,8.025,,36.715,32.275,25.015,,,35.485,5.041,5.019,40.93,29.35,46.675,28.613,38.195,90.8,32.03,134.23,92.13,301.56,370.99,302.02,196.03,200.54,405.8,413.18,353.47,367.45,5.236,51.04,37.96,60.55,39.04,131.3,,41.295,32.69,24.93,6.765,126.56,130.04,38.94,27.005,30.2,6.016,35.265,37.22,
2020-01-02,4.9375,56.71,76.63,22.945,10.348,39.91,33.79,41.395,29.46,114.64,8.833,16.33,96.022,118.83,181.9,,95.24,7.288,7.406,,4.7715,6.436,5.68,7.705,5.951,43.5,4.825,29.015,,184.39,60.24,60.5,37.94,,48.08,14.628,5.031,21.01,5.2,109.82,87.14,7.808,8.184,,37.065,32.645,25.12,,,35.37,5.012,5.057,41.265,29.525,47.0,28.876,38.435,91.26,32.38,134.55,92.78,304.13,374.64,302.07,197.35,204.35,404.88,413.12,354.05,370.88,5.211,51.93,38.305,61.65,39.255,131.58,,41.485,32.82,25.22,6.712,126.75,130.29,39.415,27.42,30.85,6.1,35.435,37.3,
2020-01-03,4.9385,56.63,76.81,22.99,10.356,39.775,33.77,41.32,29.61,113.14,8.8,16.368,96.228,119.0,182.91,,95.0,7.279,7.382,,4.756,6.41,5.668,7.659,5.932,43.395,4.779,29.005,,183.11,60.03,60.76,37.64,,47.215,14.428,5.026,21.05,5.206,110.3,87.22,7.758,8.225,,36.95,32.43,25.165,,,35.48,5.015,5.061,41.23,29.26,46.945,28.856,38.245,91.5,32.525,134.8,92.91,308.61,375.47,297.43,196.06,204.29,403.0,413.3,353.86,370.21,5.244,51.29,37.905,61.62,39.2,131.44,,41.315,33.135,24.775,6.726,127.08,130.86,39.45,27.21,30.62,6.14,35.49,37.285,
2020-01-06,4.923,56.54,76.83,23.12,10.322,39.56,33.685,41.26,29.865,112.48,8.79,16.402,96.184,118.87,182.73,,94.89,7.28,7.34,,4.734,6.362,5.634,7.631,5.887,43.29,4.728,28.83,,182.15,59.16,60.77,37.305,,46.975,14.346,5.017,21.085,5.209,109.85,87.08,7.639,8.133,,36.67,32.085,25.13,,,35.365,4.991,5.05,40.96,29.12,46.945,28.779,38.025,91.31,32.61,134.76,92.76,304.59,376.46,293.78,195.36,203.59,402.41,412.01,352.61,369.03,5.271,50.88,37.58,61.48,39.075,130.98,,41.145,33.565,24.47,6.695,127.18,130.86,39.39,26.955,30.445,6.1,35.34,37.155,
2020-01-07,4.9495,56.9,77.56,23.59,10.424,39.745,33.755,41.58,29.815,113.24,8.797,16.392,96.598,119.32,183.38,,95.01,7.314,7.369,,4.785,6.466,5.667,7.69,5.99,43.26,4.8045,29.255,,183.93,59.33,60.89,37.595,,47.385,14.4,5.055,21.275,5.2,110.28,87.34,7.82,8.318,,37.1,32.43,25.13,,,35.645,5.026,5.092,41.39,29.51,47.07,29.01,38.105,91.6,32.94,134.58,93.18,304.66,378.45,296.55,196.24,205.6,404.62,414.48,354.98,371.34,5.334,51.56,37.745,62.11,39.325,131.86,,41.225,33.335,24.595,6.742,127.08,130.72,39.675,27.095,31.005,6.125,35.64,37.205,
2020-01-08,4.962,57.13,77.96,23.79,10.466,39.895,33.79,41.845,29.705,114.2,8.785,16.364,96.754,119.52,183.84,,95.23,7.368,7.414,,4.8235,6.482,5.695,7.719,6.018,43.35,4.772,29.365,,183.93,59.4,61.06,37.555,,47.685,14.45,5.071,21.335,5.196,110.56,87.25,7.839,8.311,,37.195,32.555,25.13,,,35.755,5.053,5.12,41.555,29.49,47.295,29.15,38.29,91.6,33.025,134.4,93.3,304.7,380.71,294.59,197.35,206.46,405.24,417.02,354.87,374.08,5.354,51.9,37.695,62.39,39.54,132.34,,41.32,33.2,24.755,6.792,126.93,130.48,39.815,27.175,31.1,6.174,35.74,37.32,
2020-01-09,4.9785,57.48,78.92,24.24,10.644,40.1,33.94,42.08,29.505,115.62,8.815,16.268,96.6,119.71,182.98,,95.04,7.416,7.462,,4.8875,6.56,5.735,7.839,6.106,43.62,4.815,29.68,,185.24,60.25,61.34,37.915,,48.06,14.486,5.117,21.62,5.18,110.29,87.49,7.992,8.459,,37.56,32.705,25.17,,,36.04,5.105,5.199,41.925,29.66,47.525,29.366,38.505,91.57,33.275,134.28,93.57,300.91,383.07,298.42,198.71,209.91,408.55,422.4,357.28,376.85,5.391,52.43,37.72,63.44,39.935,133.34,,41.42,33.01,24.785,6.863,126.66,130.26,39.995,27.49,31.6,6.23,36.09,37.4,
2020-01-10,4.9585,57.4,78.93,24.25,10.658,39.955,33.945,41.905,29.695,115.56,8.781,16.322,96.862,119.57,183.7,,95.32,7.382,7.426,,4.8945,6.55,5.718,7.85,6.106,43.675,4.783,29.49,,185.06,60.5,60.72,37.895,,48.28,14.324,5.095,21.705,5.196,111.09,87.52,7.997,8.505,,37.685,32.63,25.195,,,36.01,5.111,5.211,41.95,29.615,47.4,29.405,38.44,91.72,33.285,134.32,93.6,303.68,381.56,298.13,198.16,209.93,409.94,422.08,359.41,375.31,5.398,52.44,37.67,63.52,40.025,133.24,,41.325,33.09,24.91,6.858,126.82,130.4,39.795,27.6,31.82,6.216,35.99,37.63,
2020-01-13,4.9605,57.34,78.96,24.335,10.664,39.8,33.935,41.795,29.55,115.12,8.747,16.218,96.55,119.32,183.06,,95.23,7.353,7.397,,4.7545,6.575,5.686,7.893,6.007,43.83,4.7775,29.725,,184.38,60.89,60.88,37.74,,47.795,14.224,5.122,21.905,5.185,110.54,87.26,7.892,8.507,,37.59,32.62,25.335,,,36.015,5.074,5.214,41.935,29.47,47.41,29.35,38.315,91.51,33.265,134.1,93.39,302.51,380.1,299.43,196.96,210.12,409.74,419.99,358.96,373.69,5.397,52.55,37.715,63.51,39.76,133.16,,41.285,32.985,24.785,6.803,126.48,130.03,39.855,27.785,31.98,6.28,35.96,37.625,
2020-01-14,4.9805,57.62,79.31,24.325,10.714,40.055,34.08,41.995,29.585,115.26,8.788,16.338,96.862,119.47,183.66,,95.22,7.353,7.48,,4.832,6.596,5.717,7.908,6.039,44.295,4.812,29.705,,185.5,60.94,61.45,37.865,,47.73,14.256,5.124,21.865,5.194,110.71,87.46,7.899,8.565,,37.77,32.765,25.35,,,36.085,5.086,5.24,42.08,29.56,47.585,29.425,38.285,91.69,33.405,134.14,93.43,301.56,383.98,300.67,199.02,211.17,409.46,419.25,359.91,374.84,5.422,52.63,37.915,63.77,39.785,133.72,78.75,41.395,32.895,24.85,6.817,126.57,130.07,40.025,27.775,32.045,6.34,36.065,37.685,
2020-01-15,4.9925,57.62,79.21,24.755,10.702,39.675,34.27,41.84,29.425,115.0,8.781,16.45,96.644,119.29,183.54,,95.5,7.328,7.389,,4.9075,6.637,5.743,7.879,6.15,44.505,4.7915,29.705,,185.01,60.86,61.68,37.91,,46.87,13.968,5.145,21.905,5.2,110.65,87.31,7.951,8.552,,37.78,32.76,25.49,,,36.055,5.147,5.23,42.245,29.405,47.735,29.434,38.225,91.63,33.375,134.25,93.19,300.12,383.3,300.82,196.55,211.16,412.33,424.89,361.91,373.25,5.415,52.61,37.815,63.69,40.295,133.66,78.61,41.385,32.26,24.88,6.904,126.74,130.36,39.99,27.605,31.885,6.335,36.035,38.165,
2020-01-16,5.015,57.85,79.47,24.7,10.76,39.91,34.385,42.01,29.635,115.04,8.799,16.506,96.78,119.4,183.67,,95.24,7.382,7.429,,4.9095,6.667,5.765,7.92,6.201,44.75,4.8135,29.75,,185.4,60.79,62.0,38.05,,46.5,14.034,5.161,21.94,5.201,110.98,87.63,7.94,8.558,,37.975,32.915,25.75,,,36.22,5.154,5.256,42.49,29.53,47.925,29.574,38.3,91.85,33.44,133.94,93.28,302.51,385.14,301.24,197.41,211.91,414.06,426.2,367.26,375.91,5.432,52.76,37.915,64.03,40.35,134.24,78.78,41.49,32.535,24.81,6.92,126.25,129.83,40.09,27.79,32.135,6.397,36.21,38.505,
2020-01-17,5.042,58.31,80.21,24.915,10.886,40.245,34.64,42.33,29.445,115.82,8.884,16.528,97.152,119.8,183.98,,95.39,7.441,7.505,,4.931,6.697,5.803,7.998,6.248,45.255,4.85,30.035,,186.13,60.9,62.3,38.26,,46.605,14.114,5.196,21.98,5.2,111.35,87.77,7.991,8.686,,38.285,33.15,25.91,,,36.42,5.199,5.313,42.995,29.65,48.5,29.834,38.645,92.1,33.755,134.0,93.84,299.98,389.0,303.5,199.67,214.08,415.44,429.21,370.23,379.49,5.491,53.42,38.335,64.75,40.715,135.2,79.66,41.92,32.43,24.835,6.974,126.45,129.92,40.45,27.975,32.415,6.46,36.42,38.875,
2020-01-20,5.044,58.39,80.58,24.945,10.948,40.18,34.565,42.275,29.415,116.04,8.845,16.452,97.226,119.99,184.49,,95.31,7.443,7.493,,4.9225,6.698,5.8,8.042,6.249,45.365,4.8745,30.01,,186.55,60.97,62.37,38.355,,46.74,14.026,5.183,22.055,5.201,111.68,87.88,7.972,8.675,,38.295,33.15,25.91,,,36.42,5.192,5.345,43.065,29.69,48.565,29.88,38.56,92.23,33.94,134.06,93.75,299.24,387.5,303.91,199.64,215.64,416.58,428.84,372.56,379.7,5.528,53.38,38.42,65.26,40.64,135.3,79.6,41.86,32.395,24.635,6.962,126.35,130.08,40.445,27.96,32.45,6.477,36.4,39.09,
2020-01-21,5.027,58.27,80.66,25.115,11.0,40.015,34.57,42.18,29.17,116.12,8.828,16.586,97.358,119.83,184.88,,95.13,7.447,7.471,,4.897,6.693,5.769,7.976,6.234,45.26,4.815,29.47,,185.34,60.44,61.74,38.18,,46.4,13.908,5.174,21.94,5.215,111.88,87.79,7.95,8.619,,38.24,33.03,25.895,,,36.365,5.206,5.356,43.185,29.6,48.595,29.869,38.44,92.34,33.855,134.24,93.58,297.18,384.9,301.99,198.8,216.35,415.53,429.55,373.25,378.59,5.507,53.38,38.165,65.45,40.765,134.94,79.15,41.75,32.12,24.5,6.984,126.57,130.3,40.295,27.51,32.425,6.483,36.33,39.075,
2020-01-22,5.03,58.42,81.1,25.235,11.042,40.025,34.675,42.34,28.85,115.72,8.843,16.724,97.438,119.99,185.02,,95.3,7.467,7.461,,4.8885,6.717,5.781,8.031,6.25,45.455,4.8505,29.64,,185.72,60.69,61.79,38.125,,45.945,13.882,5.179,22.145,5.21,112.16,87.8,8.044,8.732,,38.36,33.06,26.0,,,36.45,5.208,5.382,43.4,29.61,48.8,29.91,38.265,92.57,34.02,134.3,93.6,292.62,386.47,303.78,199.13,217.23,419.31,429.59,377.24,380.05,5.541,53.52,38.185,65.51,40.75,135.4,79.54,41.77,31.85,24.49,6.987,126.77,130.39,40.19,27.645,32.61,6.459,36.44,39.34,
2020-01-23,5.012,58.2,81.05,25.015,11.052,39.83,34.63,42.055,28.67,114.74,8.79,16.884,98.162,120.59,186.62,,95.1,7.438,7.418,,4.852,6.696,5.75,7.979,6.197,45.325,4.817,29.22,,185.46,60.13,61.72,37.81,,45.08,13.764,5.186,22.21,5.228,112.91,87.67,7.929,8.683,,38.17,32.935,26.035,,,36.3,5.19,5.378,43.285,29.55,48.735,29.865,37.945,92.92,33.88,134.45,93.8,289.9,384.41,299.67,198.16,217.51,419.52,427.88,379.19,378.35,5.521,52.95,37.84,65.42,40.605,134.62,79.25,41.46,31.645,24.05,6.955,127.19,130.94,40.18,27.25,32.7,6.476,36.33,39.56,
2020-01-24,5.017,58.48,81.47,25.32,11.17,39.87,34.805,42.075,28.65,116.28,8.87,16.89,98.422,120.72,187.23,,95.1,7.427,7.422,,4.7725,6.734,5.741,8.019,6.144,45.82,4.8245,29.39,,186.2,60.57,61.62,37.97,,44.78,13.85,5.204,22.165,5.227,113.23,87.67,7.98,8.681,,38.48,33.06,26.205,,,36.31,5.165,5.431,43.695,29.68,49.0,29.975,38.33,93.21,33.925,134.56,93.74,288.63,387.86,301.09,199.08,219.9,419.99,425.24,383.81,378.1,5.517,53.79,38.02,66.31,40.41,135.22,79.51,41.815,31.66,24.175,6.896,127.35,131.19,40.565,27.45,33.17,6.56,36.4,40.1,
2020-01-27,4.9235,57.25,79.26,24.665,10.816,39.09,34.475,41.06,27.965,113.2,8.661,17.006,98.65,120.98,188.39,,94.68,7.282,7.272,,4.7285,6.564,5.645,7.748,6.031,45.11,4.6435,28.37,,182.44,58.71,60.59,37.26,,43.46,13.516,5.082,21.36,5.246,113.36,87.14,7.804,8.364,,37.48,32.3,25.87,,,35.595,5.105,5.279,42.96,29.12,48.55,29.356,37.33,93.39,33.085,134.61,92.85,282.89,379.92,294.26,192.95,213.05,416.05,419.95,383.2,370.61,5.379,51.94,37.02,64.0,39.915,132.32,77.74,40.88,30.93,23.555,6.832,127.97,132.09,39.72,26.36,31.935,6.381,35.59,39.795,
2020-01-28,4.97,57.85,80.39,25.14,11.0,39.665,34.58,41.565,28.19,114.08,8.708,16.802,98.806,121.09,188.31,,95.21,7.37,7.386,,4.7775,6.636,5.679,7.841,6.13,45.5,4.702,28.65,,183.12,59.25,61.18,37.645,,44.04,13.712,5.13,21.745,5.238,113.53,87.58,7.858,8.489,,37.84,32.645,26.005,,,35.915,5.146,5.351,43.33,29.36,48.95,29.671,37.715,93.29,33.61,134.4,93.65,282.98,382.68,296.77,196.56,216.57,418.24,423.94,383.74,374.6,5.46,51.86,37.245,65.28,40.29,133.34,78.39,41.175,31.14,23.815,6.885,127.64,131.87,39.92,26.66,32.51,6.434,35.945,40.06,
2020-01-29,4.9705,58.01,80.73,25.31,11.066,39.795,34.52,41.61,28.015,114.32,8.737,16.888,98.912,121.2,188.65,,95.46,7.377,7.412,,4.788,6.66,5.698,7.836,6.155,45.7,4.697,28.805,,184.28,59.36,60.98,37.65,,44.05,13.782,5.118,21.82,5.25,113.96,87.66,7.895,8.533,,37.995,32.69,26.03,,,35.985,5.159,5.383,43.4,29.3,48.84,29.767,37.9,93.56,33.515,134.76,93.95,281.84,386.92,297.79,197.38,218.09,418.04,423.4,385.01,375.54,5.446,52.1,37.5,65.72,40.39,133.8,78.76,41.36,31.08,23.925,6.889,128.03,132.25,40.3,26.795,32.615,6.544,36.005,40.18,
