Dates,IUSN,SWDA,EXXT,WCLD,QDVE,WFIN,WCOS,WCOD,WNRG,EXS1,ISF,IGLT,EUNX,IBTS,IBTM,IEMB,EMBE,QDVK,QDVH,VOLT,2B70,DGTL,2B77,RBOT,HEAL,IH2O,ECAR,CEMG,SMH,CSNKY,EUNI,IUS3,DJSC,DAVV,EXV5,EXV1,L0CK,ESP0,AGGH,LQDE,HYLD,WELL,ITEK,UNIC,IWQU,IWSZ,IWDP,HDRO,WCBR,GMVM,CBUF,AYEW,IWMO,IWVL,MVOL,IUSA,EUN2,CORP,WTEL,IEAC,IHYU,XLES,XLIS,XLBS,XLFS,XLKS,XLPS,XLVS,XLUS,XLYS,IU5C,EXV3,WMAT,WTCH,WHEA,SPYY,VWCE,EXSA,EXH1,EXV9,QDVG,IEAG,SEGA,WIND,EIMI,WTAI,INRG,MOAT,WUTI,PORT
2019-09-24,4.6365,53.2,69.02,,9.118,37.21,33.475,39.305,28.94,105.46,8.156,16.374,98.632,120.06,188.92,,94.69,7.067,6.814,,4.1965,6.118,5.181,6.93,5.38,40.69,4.491,26.665,,175.27,56.26,57.85,34.72,,44.415,12.944,4.622,18.916,5.239,110.86,86.17,7.051,7.411,,34.39,30.825,25.23,,,32.45,,,39.64,27.57,46.69,27.065,35.74,91.24,30.92,134.73,94.82,297.12,358.75,290.49,181.94,180.21,397.76,375.05,361.14,359.52,4.9185,46.33,36.04,54.62,35.685,122.76,,38.455,32.195,22.87,6.098,129.47,134.2,37.2,24.755,27.64,5.927,32.54,37.435,
2019-09-25,4.6285,53.08,68.75,,9.077,37.23,33.48,39.26,28.84,104.82,8.11,16.332,98.79,120.5,189.48,,94.57,7.057,6.839,,4.1945,6.075,5.178,6.867,5.358,40.67,4.388,26.705,,174.5,56.13,58.18,34.2,,44.315,12.932,4.603,18.746,5.245,111.0,86.0,6.993,7.383,,34.01,30.51,25.31,,,32.49,,,39.2,27.55,46.615,27.016,35.56,91.2,30.7,134.67,94.94,295.5,359.75,290.33,180.57,179.24,398.93,372.34,361.15,359.98,4.8905,45.81,35.955,54.3,35.485,122.56,,38.23,31.925,22.615,6.051,129.4,134.01,37.175,24.7,27.56,5.898,32.42,37.375,
2019-09-26,4.632,53.18,68.97,,9.165,37.285,33.675,39.275,28.7,105.38,8.215,16.296,99.068,120.56,189.81,,94.76,7.051,6.831,,4.1015,6.091,5.147,6.926,5.28,41.0,4.457,26.775,,176.18,56.17,57.97,34.635,,44.285,12.97,4.631,18.928,5.247,111.22,86.14,6.967,7.364,,34.24,30.75,25.5,,,32.4,,,39.5,27.535,46.72,26.989,35.79,91.45,30.69,134.7,95.0,292.75,360.42,290.75,181.64,180.02,400.77,370.25,362.96,359.92,4.879,46.135,36.02,54.72,35.33,122.9,,38.53,32.105,22.68,5.983,129.46,134.0,37.305,24.76,27.605,5.877,32.67,37.655,
2019-09-27,4.6275,53.38,69.16,,9.185,37.5,33.695,39.48,28.96,106.08,8.238,16.34,99.08,120.72,189.35,,94.66,7.077,6.875,,4.1255,6.11,5.149,6.933,5.28,41.105,4.46,26.875,,174.51,56.19,58.12,34.795,,44.72,13.078,4.635,18.84,5.245,111.13,86.23,6.957,7.424,,34.295,30.735,25.57,,,32.595,,,39.565,27.56,46.76,27.154,35.925,91.26,30.7,134.68,94.98,294.52,361.93,292.5,182.85,181.19,401.43,370.24,364.1,361.8,4.893,46.365,36.155,54.87,35.345,123.2,,38.68,32.455,22.85,6.017,129.4,133.93,37.375,24.81,27.475,5.814,32.63,37.62,
2019-09-30,4.6245,53.46,69.13,,9.196,37.495,33.905,39.56,28.895,106.52,8.26,16.316,99.348,121.25,190.35,,94.48,7.106,6.875,,4.082,6.084,5.133,6.934,5.197,41.365,4.466,26.805,,175.04,56.31,57.84,34.905,,44.925,13.13,4.6225,18.78,5.245,111.66,86.33,6.919,7.353,,34.425,30.75,25.67,,,32.685,,,39.65,27.63,46.755,27.17,36.145,91.79,30.695,134.86,95.26,293.47,362.28,293.27,182.92,180.82,405.3,371.87,365.13,363.0,4.8925,46.395,36.195,54.88,35.475,123.4,,38.79,32.395,22.875,6.051,129.28,134.05,37.49,24.78,27.335,5.796,32.61,37.785,
2019-10-01,4.608,52.97,68.95,,9.177,36.955,33.58,39.34,28.57,105.08,8.131,16.226,99.486,121.08,191.0,,94.53,7.091,6.768,,4.0725,6.11,5.093,6.935,5.209,41.09,4.508,26.52,,174.48,55.97,57.7,34.7,,44.515,12.924,4.6045,18.6,5.248,111.89,86.24,6.975,7.413,,34.15,30.86,25.41,,,32.35,,,39.41,27.415,46.54,26.985,35.67,91.79,30.47,134.89,94.86,289.24,357.3,294.78,181.08,180.67,402.37,369.77,361.72,361.08,4.858,45.82,35.9,54.84,35.21,122.24,,38.3,32.115,22.71,6.018,129.25,133.79,37.015,24.555,27.195,5.765,32.575,37.455,
2019-10-02,4.485,51.56,67.07,,8.876,35.895,32.92,38.295,27.5,102.14,7.903,16.252,99.56,120.9,190.98,,94.11,6.889,6.549,,3.9865,5.927,4.973,6.746,5.087,39.91,4.3335,26.22,,172.08,55.06,55.75,33.975,,43.265,12.524,4.502,18.208,5.248,111.37,85.7,6.707,7.22,,33.255,29.875,25.185,,,31.47,,,38.39,26.84,45.69,26.223,34.575,91.6,29.835,134.54,94.2,279.95,344.46,281.35,174.98,175.89,399.38,363.06,361.43,351.36,4.749,44.415,34.8,53.12,34.34,119.18,,37.19,31.0,22.29,5.876,129.04,133.4,35.87,24.175,26.7,5.658,31.65,36.935,
2019-10-03,4.485,51.55,67.07,,8.876,35.645,32.985,38.14,27.235,102.14,7.901,16.378,99.56,120.83,191.21,,94.45,6.889,6.549,,3.9865,5.9,4.973,6.716,5.113,39.87,4.265,26.22,,171.91,55.06,55.75,33.615,,43.265,12.524,4.502,18.208,5.257,111.42,85.22,6.727,7.2,,33.195,29.865,25.435,,,31.47,,,38.65,26.475,45.85,26.225,34.575,91.5,29.86,134.8,93.84,276.04,344.69,278.37,174.17,176.06,395.75,362.66,357.17,349.8,4.749,44.415,34.705,53.29,34.42,119.18,,37.19,31.0,22.29,5.876,129.29,134.02,35.8,24.335,26.715,5.682,31.34,36.895,
2019-10-04,4.529,52.26,68.56,,9.103,36.045,33.34,38.66,27.545,102.92,7.888,16.28,99.594,120.94,191.53,,95.07,6.973,6.617,,4.034,6.018,5.015,6.838,5.135,40.08,4.3065,26.47,,172.9,55.86,56.03,34.17,,43.06,12.464,4.585,18.654,5.26,111.95,85.33,6.822,7.31,,33.59,30.05,25.485,,,31.86,,,38.98,26.835,46.345,26.588,34.925,91.68,30.38,134.83,94.12,279.11,346.9,282.0,175.35,178.99,394.89,366.65,359.77,354.84,4.8365,45.17,35.045,54.32,34.945,120.84,,37.545,31.02,22.295,5.978,129.37,133.85,36.3,24.47,27.095,5.741,31.94,37.24,
2019-10-07,4.5555,52.53,68.89,21.745,9.143,36.265,33.485,38.745,27.77,103.66,7.97,16.27,99.34,120.64,191.29,,95.12,6.982,6.664,,4.0735,6.034,5.04,6.884,5.218,40.5,4.3025,26.49,,172.47,55.95,56.4,34.385,,43.11,12.53,4.604,18.664,5.261,111.7,85.43,6.872,7.318,,33.785,30.245,25.55,,,32.015,,,39.17,26.985,46.48,26.717,35.195,91.6,30.585,134.76,94.12,281.66,349.0,280.5,176.98,179.39,399.67,369.14,360.44,356.0,4.87,45.41,35.225,54.58,35.07,121.32,,37.825,31.3,22.43,6.012,129.28,133.7,36.43,24.45,27.335,5.809,31.67,37.365,
2019-10-08,4.504,51.81,67.95,21.485,9.011,35.67,33.14,38.35,27.31,102.54,7.891,16.236,99.676,121.11,192.12,,94.66,6.937,6.53,,3.988,6.008,4.973,6.824,5.114,40.02,4.253,26.235,,172.47,55.64,55.52,34.09,,42.69,12.36,4.5445,18.37,5.258,111.95,85.36,6.72,7.369,,33.455,29.945,25.47,,,31.6,,,38.765,26.71,46.14,26.378,34.77,91.75,30.21,134.82,94.24,276.62,345.24,278.76,174.36,177.52,397.1,363.25,359.58,352.7,4.809,44.945,34.735,53.9,34.585,119.72,,37.36,30.905,22.025,5.906,129.4,133.93,35.95,24.31,27.055,5.773,31.67,37.08,
2019-10-09,4.51,51.96,68.14,21.465,9.041,35.795,33.25,38.56,27.385,103.66,7.879,16.14,99.31,120.87,191.12,,94.76,6.936,6.562,,4.0015,6.005,4.99,6.797,5.106,39.92,4.2625,26.305,,172.9,55.79,55.54,34.135,,43.155,12.414,4.562,18.462,5.255,111.42,85.48,6.742,7.205,,33.445,29.895,25.435,,,31.66,,,38.77,26.72,46.115,26.441,35.08,91.49,30.275,134.66,94.09,276.97,345.68,279.26,174.87,178.05,396.94,363.8,357.92,353.46,4.811,45.555,34.795,54.1,34.67,120.08,,37.565,31.05,22.135,5.911,129.06,133.58,36.035,24.38,26.89,5.776,31.84,37.035,
2019-10-10,4.525,52.34,68.76,21.565,9.127,36.27,33.33,38.88,27.505,104.32,7.92,16.012,98.694,120.34,189.41,,94.52,6.984,6.655,,4.0165,6.038,5.029,6.835,5.165,40.19,4.3125,26.55,,173.16,56.2,55.78,34.385,,44.08,12.71,4.572,18.422,5.235,110.54,85.34,6.691,7.282,,33.74,30.085,25.37,,,32.02,,,39.04,26.665,46.195,26.682,35.405,91.01,30.485,134.33,93.98,278.25,349.34,282.19,175.98,179.24,398.58,365.66,355.42,356.58,4.851,45.83,35.345,54.62,34.76,121.04,,37.85,31.18,22.26,5.941,128.58,132.9,36.37,24.6,27.22,5.81,31.625,37.0,
2019-10-11,4.61,53.14,69.65,21.83,9.263,37.045,33.3,39.575,28.0,107.18,8.19,16.182,98.0,119.82,187.41,,94.55,7.083,6.76,,4.095,6.12,5.131,6.972,5.244,41.02,4.3545,26.93,,174.8,56.71,57.02,34.9,,45.61,13.348,4.6415,18.714,5.223,109.85,85.53,6.831,7.378,,34.145,30.585,25.595,,,32.545,,,39.29,27.435,46.41,27.001,36.195,90.75,30.775,134.44,94.04,282.76,355.55,285.0,179.77,182.39,397.08,370.24,356.0,361.98,4.9015,48.04,36.1,55.39,35.2,122.86,,38.695,31.81,23.075,6.033,128.39,132.64,37.05,24.97,27.66,5.858,32.2,37.11,
2019-10-14,4.575,52.86,69.47,21.755,9.239,36.775,33.145,39.325,27.795,107.0,8.111,16.234,98.412,120.05,188.4,,94.63,7.027,6.708,,4.1105,6.106,5.11,6.938,5.253,40.82,4.367,26.83,,174.35,56.31,56.24,34.845,,45.735,13.212,4.6225,18.576,5.215,110.41,85.67,6.83,7.38,,33.99,30.425,25.445,,,32.44,,,39.23,27.395,46.145,26.837,36.05,91.05,30.62,134.41,94.32,279.76,354.41,284.37,178.23,182.08,395.8,369.01,356.0,359.46,4.8775,47.635,35.765,55.34,35.03,122.18,,38.495,31.465,22.89,5.995,128.54,132.87,36.89,24.83,27.55,5.761,32.4,36.955,
2019-10-15,4.612,53.25,69.97,22.0,9.298,37.345,33.09,39.73,28.115,108.14,8.237,16.3,98.098,119.82,187.32,,94.59,7.089,6.815,,4.15,6.154,5.164,7.033,5.301,41.195,4.4405,26.99,,177.28,56.42,56.88,35.38,,46.41,13.462,4.652,18.802,5.215,110.08,85.95,6.871,7.383,,34.335,30.625,25.535,,,32.805,,,39.315,27.77,46.265,27.054,36.455,90.95,30.95,134.25,94.47,285.05,356.88,287.11,181.17,183.44,393.19,374.19,354.25,360.7,4.9295,48.19,35.915,55.7,35.48,123.1,,38.87,31.455,22.925,6.079,128.27,132.5,37.17,24.975,27.89,5.727,32.635,36.89,
2019-10-16,4.6015,53.09,69.73,21.35,9.201,37.21,33.025,39.775,27.805,108.6,8.222,16.394,97.834,119.81,186.95,,94.52,7.092,6.77,,4.1475,6.108,5.159,6.998,5.298,41.195,4.45,26.965,,177.51,56.3,56.96,35.185,,47.135,13.58,4.611,18.718,5.207,109.94,85.77,6.869,7.421,,34.265,30.71,25.57,,,32.555,,,39.095,27.77,46.195,26.986,36.48,90.97,30.92,134.28,94.15,283.25,356.03,287.61,181.07,181.67,392.67,374.19,350.78,361.28,4.9345,48.21,35.835,55.1,35.395,122.72,,38.865,31.36,22.965,6.063,128.08,132.45,37.11,24.97,27.515,5.68,32.705,36.735,
2019-10-17,4.5995,52.9,69.45,21.085,9.122,37.065,32.905,39.72,27.56,108.48,8.241,16.268,97.366,119.16,186.01,,94.32,7.091,6.734,,4.152,6.111,5.17,6.978,5.324,41.215,4.45,27.04,,176.63,56.37,57.1,35.34,,47.11,13.548,4.5875,18.644,5.213,109.53,85.49,6.858,7.401,,34.2,30.71,25.615,,,32.365,,,39.025,27.685,46.02,26.87,36.36,90.48,30.925,134.3,93.72,278.89,355.84,286.02,179.76,180.18,391.3,371.48,349.82,361.34,4.944,47.97,35.67,54.68,35.495,122.34,,38.825,31.27,22.925,6.061,128.17,132.6,36.98,25.02,27.24,5.711,32.5,36.54,
2019-10-18,4.585,52.71,69.01,20.65,9.074,37.04,32.84,39.48,27.485,108.26,8.193,16.28,97.252,118.84,186.05,,94.45,7.059,6.732,,4.1195,6.044,5.154,6.945,5.277,41.3,4.4235,26.84,,176.11,56.49,56.74,35.19,,46.32,13.5,4.561,18.41,5.212,109.56,85.46,6.878,7.285,,34.075,30.495,25.49,,,32.27,,,38.8,27.41,45.85,26.772,36.28,90.47,30.71,134.18,93.64,277.53,352.94,284.36,178.91,179.08,393.46,372.13,350.66,360.0,4.8985,47.62,35.555,54.29,35.255,121.86,,38.695,31.24,22.72,6.039,128.07,132.31,36.83,24.89,27.015,5.688,32.38,36.59,
2019-10-21,4.627,52.98,69.29,20.38,9.117,37.525,32.805,39.66,27.665,109.18,8.257,16.32,97.162,118.68,185.13,,94.17,7.083,6.822,,4.1515,6.081,5.202,6.996,5.31,41.53,4.451,26.86,,177.27,56.52,57.53,35.33,,46.72,13.776,4.603,18.594,5.201,109.26,85.4,6.859,7.337,,34.155,30.585,25.69,,,32.515,,,38.71,27.62,46.075,26.852,36.49,90.19,30.82,134.12,93.68,278.83,353.18,284.44,180.91,179.57,393.48,370.35,350.6,361.66,4.91,48.3,35.75,54.65,35.215,122.42,,38.95,31.445,23.095,6.025,127.67,131.89,37.075,24.91,27.115,5.752,32.32,36.74,
2019-10-22,4.617,53.09,69.37,20.265,9.12,37.585,32.955,39.64,28.12,109.34,8.295,16.28,97.052,118.94,185.18,,94.34,7.081,6.828,,4.2515,6.066,5.216,6.952,5.357,41.615,4.454,26.94,,177.96,56.89,57.29,35.295,,47.095,13.8,4.5855,18.522,5.208,109.54,85.55,6.901,7.397,,34.345,30.75,25.785,,,32.885,4.529,4.487,38.915,27.73,46.125,26.966,36.525,90.49,30.765,134.3,93.57,284.27,354.41,283.03,181.21,180.0,395.36,375.0,353.45,360.6,4.892,48.075,35.66,54.57,35.45,122.8,,38.995,31.86,22.915,6.087,128.04,132.27,37.185,25.1,26.93,5.724,32.93,37.035,
2019-10-23,4.6295,53.08,69.13,20.315,9.039,37.565,32.95,39.46,28.19,109.68,8.32,16.32,97.466,119.08,186.13,,94.43,7.026,6.828,,4.2695,6.065,5.234,6.973,5.362,41.74,4.4695,26.795,,177.82,57.07,57.64,35.24,,47.15,13.784,4.6075,18.478,5.212,109.83,85.57,6.92,7.313,,34.21,30.81,25.79,,,32.82,4.5405,4.459,38.605,27.81,46.0,26.894,36.58,90.7,30.8,134.37,93.73,286.64,355.81,284.23,181.94,177.85,396.14,375.12,356.02,358.15,4.9125,47.83,35.885,54.2,35.53,122.74,,39.015,32.1,22.95,6.095,128.06,132.44,37.31,25.06,26.735,5.69,32.83,37.085,
2019-10-24,4.6435,53.42,69.99,20.25,9.195,37.75,33.145,39.69,28.27,110.32,8.381,16.426,97.7,119.14,186.77,,94.51,7.056,6.857,,4.2585,6.091,5.236,7.05,5.342,42.0,4.492,26.995,,178.4,57.32,57.78,35.44,,47.625,13.804,4.625,18.636,5.212,109.94,85.69,6.969,7.329,,34.41,30.935,25.89,,,33.04,4.55,4.491,38.78,27.95,46.16,27.053,36.71,90.8,30.695,134.49,94.08,288.84,356.38,284.65,182.18,180.17,396.43,373.54,358.5,359.28,4.901,47.88,36.075,54.99,35.595,123.44,,39.275,32.25,23.04,6.073,128.31,132.59,37.54,25.24,27.04,5.725,32.93,37.315,
2019-10-25,4.673,53.64,70.48,20.85,9.315,37.84,33.04,39.77,28.48,110.44,8.373,16.374,97.67,119.41,186.42,,94.6,7.047,6.9,,4.2465,6.133,5.246,7.119,5.374,42.1,4.5305,27.045,,178.49,57.37,58.17,35.545,,48.08,13.84,4.656,18.63,5.209,110.2,85.82,7.002,7.453,,34.525,30.94,25.8,,,33.305,4.5655,4.563,39.125,27.835,46.09,27.197,36.74,90.89,30.845,134.39,94.3,287.65,360.44,289.96,184.19,183.52,397.7,374.47,355.99,359.29,4.939,47.8,36.47,55.64,35.73,124.04,,39.335,32.325,23.105,6.086,128.02,132.14,37.76,25.355,27.325,5.637,33.28,37.05,
2019-10-28,4.6845,53.8,71.2,21.245,9.407,37.97,32.83,39.895,28.425,110.94,8.42,16.286,97.278,119.26,185.07,,94.31,7.043,6.934,,4.317,6.181,5.291,7.211,5.451,42.07,4.5945,27.205,,179.6,57.63,58.76,35.845,,48.925,13.768,4.682,18.798,5.195,109.58,85.63,7.104,7.537,,34.855,31.225,25.675,,,33.535,4.589,4.6255,39.275,28.285,45.965,27.298,36.78,90.6,31.06,134.26,94.37,291.71,361.2,290.02,185.01,185.45,395.24,378.06,352.4,359.22,4.98,48.085,36.495,56.15,35.98,124.5,,39.45,32.455,23.26,6.136,127.57,131.72,37.865,25.535,27.65,5.689,33.525,36.805,
2019-10-29,4.69,53.81,70.86,21.21,9.382,37.975,32.89,39.785,28.46,110.88,8.376,16.264,97.188,119.06,185.33,,93.95,7.047,6.942,,4.3465,6.155,5.291,7.17,5.451,42.125,4.6095,27.065,,179.46,57.25,58.86,35.8,,48.72,13.702,4.682,18.574,5.197,109.41,85.66,7.156,7.518,,34.79,31.195,25.68,,,33.645,4.641,4.6375,39.23,28.255,46.065,27.296,36.73,90.43,30.78,134.33,94.05,288.99,362.29,291.92,184.72,184.89,396.15,382.88,349.95,358.65,4.9235,47.75,36.615,56.09,36.315,124.36,,39.385,32.185,23.355,6.225,127.83,131.94,37.955,25.385,27.57,5.69,33.635,36.575,
2019-10-30,4.6635,53.64,70.56,21.465,9.334,37.715,33.085,39.615,28.03,110.62,8.373,16.28,97.222,119.0,185.64,,93.86,6.978,6.898,,4.318,6.142,5.253,7.144,5.411,42.015,4.567,27.055,,178.55,57.1,58.19,35.77,,48.445,13.478,4.6775,18.562,5.2,109.14,85.5,7.12,7.461,,34.625,30.99,25.665,,,33.48,4.652,4.583,39.285,28.12,46.15,27.204,36.715,90.4,30.74,134.2,93.77,283.51,361.36,289.97,183.6,183.51,395.56,382.25,350.4,355.76,4.926,47.715,36.37,55.8,36.485,124.04,,39.395,32.14,23.245,6.223,127.79,131.91,37.895,25.28,27.555,5.546,33.48,36.785,
2019-10-31,4.6395,53.41,70.52,21.3,9.332,37.395,32.885,39.48,27.59,110.26,8.337,16.474,97.458,118.93,186.48,,94.33,6.963,6.833,,4.288,6.112,5.223,7.073,5.359,41.8,4.5675,26.885,,178.25,56.77,57.37,35.65,,47.895,13.374,4.665,18.688,5.222,109.63,85.28,7.057,7.49,,34.57,30.885,25.685,,,33.205,4.632,4.5775,39.325,27.96,45.955,27.09,36.575,90.65,30.74,134.45,93.49,278.71,357.4,287.52,182.97,184.35,395.03,381.14,351.88,354.82,4.9105,47.525,36.145,55.7,36.255,123.44,,39.225,31.665,23.45,6.19,128.19,132.5,37.625,25.125,27.31,5.55,33.245,36.82,
2019-11-01,4.6955,53.85,70.92,21.4,9.396,37.815,32.92,39.82,28.035,111.04,8.36,16.472,97.328,118.71,185.96,,94.84,7.01,6.94,,4.392,6.158,5.304,7.198,5.443,41.97,4.604,27.095,,179.55,57.41,58.45,36.0,,48.47,13.498,4.721,18.954,5.222,109.71,85.25,7.137,7.454,,34.83,31.11,25.68,,,33.685,4.681,4.6165,39.37,28.19,46.085,27.301,36.77,90.53,30.91,134.52,93.39,285.29,363.49,288.57,184.87,184.87,395.3,384.48,353.38,356.88,4.9325,48.0,36.605,56.17,36.59,124.58,,39.5,32.065,23.61,6.258,127.95,132.1,38.14,25.475,27.435,5.572,33.525,36.84,
2019-11-04,4.728,54.34,71.81,21.45,9.521,38.28,32.965,40.065,28.84,112.54,8.443,16.258,97.302,118.88,185.34,,94.68,7.043,7.032,,4.4045,6.2,5.358,7.317,5.492,42.08,4.679,27.435,,181.12,57.89,59.13,36.365,,49.93,13.778,4.768,19.198,5.208,109.68,85.65,7.25,7.649,,35.155,31.555,25.71,,,33.98,4.6845,4.678,39.515,28.58,46.13,27.575,37.19,90.52,31.175,134.4,93.88,292.93,369.65,294.2,187.23,187.26,393.94,384.43,350.84,358.34,4.988,48.67,37.135,56.92,36.645,125.74,,39.88,32.715,23.61,6.244,127.81,131.69,38.62,25.85,27.905,5.558,34.03,36.705,
2019-11-05,4.7705,54.65,72.4,21.45,9.576,38.645,33.0,40.345,29.27,112.7,8.502,16.234,97.6,119.49,185.61,,94.23,7.114,7.117,,4.4485,6.206,5.413,7.388,5.479,42.165,4.774,27.68,,182.82,58.19,59.93,36.32,,50.19,13.928,4.8,19.342,5.195,109.64,85.82,7.247,7.687,,35.38,31.73,25.575,,,34.22,4.6735,4.703,39.38,28.93,45.93,27.703,37.3,90.6,31.44,134.43,94.36,299.23,373.56,296.07,189.52,188.39,394.7,384.18,346.94,361.44,5.029,48.74,37.53,57.21,36.54,126.5,,39.97,33.06,23.71,6.23,127.59,131.54,38.915,26.1,28.19,5.527,34.295,36.45,
2019-11-06,4.752,54.63,72.1,21.485,9.561,38.74,33.24,40.305,28.93,112.94,8.499,16.264,97.724,119.6,185.77,,94.01,7.095,7.132,,4.41,6.179,5.403,7.345,5.441,42.15,4.766,27.645,,182.76,58.22,59.43,36.365,,49.975,13.934,4.7785,19.252,5.191,109.84,85.78,7.218,7.656,,35.365,31.65,25.585,,,34.205,4.673,4.6955,39.4,28.86,46.17,27.671,37.44,90.68,31.285,134.43,94.34,294.27,372.55,295.78,190.05,188.05,397.02,383.06,347.49,360.94,5.002,48.885,37.57,57.11,36.595,126.56,,40.05,32.93,23.765,6.229,127.67,131.6,38.92,26.105,27.865,5.534,34.215,36.52,
2019-11-07,4.7885,55.06,72.94,21.845,9.706,39.265,33.25,40.56,29.12,113.86,8.511,16.196,97.496,119.75,185.21,,93.76,7.116,7.25,,4.402,6.235,5.437,7.456,5.52,42.09,4.854,27.82,,184.91,58.47,59.94,36.74,,50.82,14.108,4.8295,19.422,5.174,109.8,86.16,7.308,7.701,,35.65,31.9,25.595,,,34.4,4.6975,4.764,39.735,29.135,46.41,27.941,37.61,90.45,31.705,134.0,94.71,295.49,376.75,298.56,192.5,190.84,396.89,384.83,346.63,361.92,5.085,49.38,37.675,57.92,36.77,127.62,,40.215,33.22,24.09,6.256,127.09,130.88,39.265,26.315,28.43,5.572,34.4,36.135,
2019-11-08,4.7835,54.98,72.8,21.65,9.673,39.055,33.19,40.335,29.04,113.38,8.476,16.114,97.84,120.03,185.72,,93.97,7.081,7.208,,4.4525,6.231,5.42,7.403,5.52,41.965,4.8525,27.63,,183.8,58.18,59.74,36.565,,50.59,13.936,4.833,19.248,5.178,109.99,86.02,7.385,7.813,,35.6,31.815,25.385,,,34.525,4.7255,4.749,39.675,29.06,46.3,27.885,37.52,90.69,31.715,134.07,94.69,294.54,375.94,299.6,191.82,190.7,396.32,387.0,343.55,360.45,5.088,49.37,37.585,57.75,36.97,127.36,,40.085,33.14,23.945,6.298,127.14,131.0,39.2,26.165,28.205,5.57,34.555,36.11,
2019-11-11,4.776,54.88,72.66,21.955,9.709,38.97,33.155,40.235,28.99,113.1,8.444,16.234,97.508,119.89,185.26,,93.66,7.045,7.189,,4.447,6.251,5.406,7.363,5.534,41.855,4.8435,27.37,,183.6,57.68,59.31,36.6,,50.37,13.944,4.851,19.168,5.152,109.61,86.0,7.359,7.757,,35.565,31.845,25.26,,,34.455,4.72,4.761,39.795,29.055,46.14,27.86,37.52,90.56,31.565,133.88,94.58,293.66,374.13,298.98,191.73,190.51,396.4,386.96,342.55,358.82,5.051,49.41,37.4,57.96,36.945,126.84,,40.065,33.105,24.03,6.28,126.86,130.6,39.055,25.865,28.005,5.6,34.5,36.04,
2019-11-12,4.801,55.25,73.38,22.25,9.812,39.185,33.205,40.495,29.275,113.8,8.506,16.198,97.898,120.18,185.39,,93.51,7.117,7.236,,4.5145,6.279,5.434,7.435,5.58,42.03,4.856,27.425,,185.15,57.61,59.82,36.705,,50.55,14.018,4.8685,19.392,5.168,109.64,86.2,7.458,7.8,,35.635,31.93,25.3,,,34.75,4.7605,4.8115,40.045,29.32,46.34,28.085,37.67,90.67,31.8,133.89,94.69,297.04,378.49,302.4,192.61,192.99,396.85,390.6,341.7,361.54,5.097,49.635,37.64,58.71,37.245,127.74,,40.235,33.205,24.185,6.354,126.91,130.62,39.44,25.865,28.35,5.643,34.77,36.065,
2019-11-13,4.7825,55.13,73.19,22.165,9.799,38.825,33.425,40.3,28.945,113.36,8.482,16.314,98.194,120.28,186.42,,93.33,7.062,7.18,,4.496,6.255,5.407,7.38,5.53,41.875,4.8185,27.21,,183.88,57.43,59.36,36.455,,49.955,13.754,4.8795,19.32,5.181,110.22,85.96,7.432,7.815,,35.685,31.805,25.075,,,34.51,4.767,4.8055,40.045,29.01,46.475,28.025,37.535,91.01,31.655,133.96,94.72,292.26,376.43,301.6,190.89,193.37,400.85,390.76,348.45,359.66,5.076,49.465,37.525,58.5,37.28,127.34,,40.125,33.04,24.15,6.355,127.15,130.84,39.31,25.625,28.185,5.587,34.615,36.375,
2019-11-14,4.784,55.0,72.92,22.405,9.766,38.695,33.385,40.33,28.86,112.92,8.463,16.26,97.046,120.43,184.98,,93.59,7.067,7.165,,4.447,6.265,5.401,7.345,5.561,41.61,4.7695,27.165,,182.96,57.42,59.38,36.385,,49.235,13.678,4.885,19.3,5.198,110.71,85.92,7.42,7.803,,35.705,31.985,25.11,,,34.42,4.7445,4.7885,40.145,28.9,46.405,28.001,37.33,91.25,31.76,134.16,92.13,293.1,377.72,302.02,191.2,192.54,402.49,391.55,350.75,360.4,5.102,49.235,37.395,58.32,37.085,127.08,,40.0,32.95,24.05,6.324,127.24,131.09,39.315,25.595,28.08,5.553,34.45,36.445,
2019-11-15,4.799,55.25,73.35,22.4,9.84,38.835,33.315,40.32,28.985,113.42,8.424,16.23,96.658,119.9,184.11,,93.66,7.07,7.187,,4.501,6.283,5.431,7.388,5.596,41.63,4.787,27.33,,183.77,57.71,59.27,36.34,,49.6,13.714,4.8965,19.392,5.187,110.4,85.84,7.439,7.799,,35.71,31.865,25.23,,,34.695,4.786,4.8185,40.09,28.985,46.45,28.141,37.55,90.94,31.905,134.04,92.15,292.95,378.99,302.1,191.61,193.19,398.75,393.74,348.2,360.98,5.135,49.79,37.615,58.69,37.425,127.72,,40.19,33.09,24.15,6.395,127.24,131.06,39.515,25.8,28.12,5.58,34.61,36.33,
